tree	llh	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	f_0_0	f_0_1	f_0_2	f_0_3	f_0_4	f_0_5	f_0_6	f_0_7	f_1_0	f_1_1	f_1_2	f_1_3	f_1_4	f_1_5	f_1_6	f_1_7
0	-537.4976806640625	-1	6	5	0	3	7	0	1	0.3921414613723755	0.10784313827753067	0.038647569715976715	0.2230474352836609	0.2230474352836609	0.038647569715976715	0.169094055891037	0.04716981202363968	0.32407405972480774	0.10564050823450089	0.011627906933426857	0.1818181872367859	0.010869565419852734	0.019801979884505272	0.10564053058624268	0.10564051568508148
1	-537.4987182617188	-1	6	4	0	3	7	0	1	0.3921414613723755	0.10784313827753067	0.03883495181798935	0.2230474352836609	0.2230474352836609	0.03846153989434242	0.16909407079219818	0.04716981202363968	0.32407405972480774	0.10564050823450089	0.011243757791817188	0.1818181872367859	0.011243757791817188	0.019801979884505272	0.10564053058624268	0.10564051568508148
2	-537.5995483398438	-1	6	7	0	3	2	0	1	0.3921414613723755	0.10784313827753067	0.03883495181798935	0.2230474352836609	0.2230474352836609	0.03846153989434242	0.169094055891037	0.04716981202363968	0.32407405972480774	0.10564052313566208	0.015592865645885468	0.1818181872367859	0.010869565419852734	0.01559285819530487	0.10564051568508148	0.10564051568508148
3	-537.6170654296875	-1	6	5	0	0	7	3	1	0.41588982939720154	0.10784313827753067	0.038647569715976715	0.19329264760017395	0.2225971519947052	0.038647569715976715	0.16949152946472168	0.04716981202363968	0.32407405972480774	0.10564050823450089	0.011627906933426857	0.1818181872367859	0.010869565419852734	0.019801979884505272	0.10564053058624268	0.10564051568508148
4	-537.6180419921875	-1	6	4	0	0	7	3	1	0.41588982939720154	0.10784313827753067	0.03883495181798935	0.19329264760017395	0.2225971519947052	0.03846153989434242	0.16949152946472168	0.04716981202363968	0.3240740895271301	0.10564050823450089	0.011243757791817188	0.1818181872367859	0.011243757791817188	0.019801979884505272	0.10564053058624268	0.10564051568508148
5	-537.6270751953125	-1	6	7	0	3	4	0	1	0.3921414613723755	0.10784313827753067	0.03883495181798935	0.2230474352836609	0.2230474352836609	0.03846153989434242	0.169094055891037	0.04716981202363968	0.32407405972480774	0.10564050823450089	0.011627906933426857	0.1818181872367859	0.015137340873479843	0.015137337148189545	0.10564053058624268	0.10564051568508148
6	-537.627197265625	-1	6	5	0	3	4	0	1	0.3921414613723755	0.10784313827753067	0.038647569715976715	0.2230474352836609	0.2230474352836609	0.038647569715976715	0.16909407079219818	0.04716981202363968	0.32407405972480774	0.10564050823450089	0.011627906933426857	0.1818181872367859	0.015137340873479843	0.015137337148189545	0.10564053058624268	0.10564051568508148
7	-537.6559448242188	-1	6	6	0	3	7	0	1	0.3921414613723755	0.10784313827753067	0.03883495181798935	0.2230474352836609	0.2230474352836609	0.03846153989434242	0.16909408569335938	0.04716981202363968	0.32407405972480774	0.10315435379743576	0.007615633308887482	0.1818181872367859	0.010869565419852734	0.019801979884505272	0.11077002435922623	0.10315434634685516
8	-537.6575927734375	-1	6	7	0	0	3	3	1	0.41949641704559326	0.10784313827753067	0.03883495181798935	0.19923122227191925	0.2202652096748352	0.03610406443476677	0.16312715411186218	0.04716981202363968	0.32407405972480774	0.10564050823450089	0.011627906933426857	0.1818181872367859	0.010869565419852734	0.019801979884505272	0.10564053058624268	0.10564051568508148
9	-537.6585693359375	-1	6	7	0	3	0	0	1	0.4117630124092102	0.10784313827753067	0.03883495181798935	0.21648335456848145	0.21648335456848145	0.03515733778476715	0.16012230515480042	0.04716981202363968	0.3240740895271301	0.10564050823450089	0.011627906933426857	0.1818181872367859	0.010869565419852734	0.019801979884505272	0.10564053058624268	0.10564051568508148
10	-537.6587524414062	-1	6	4	0	0	3	3	1	0.41949641704559326	0.10784313827753067	0.03883495181798935	0.19923123717308044	0.2202652394771576	0.03610408306121826	0.16312716901302338	0.04716981202363968	0.3240740895271301	0.10564050823450089	0.011243757791817188	0.1818181872367859	0.011243757791817188	0.019801979884505272	0.10564053058624268	0.10564051568508148
11	-537.6596069335938	-1	6	3	0	0	7	3	1	0.4195817708969116	0.10784313827753067	0.03639008849859238	0.1993716061115265	0.22021017968654633	0.03846153989434242	0.16298151016235352	0.04716981202363968	0.32407405972480774	0.10564050823450089	0.011627906933426857	0.1818181872367859	0.010869565419852734	0.019801979884505272	0.10564053058624268	0.10564051568508148
12	-537.6597290039062	-1	6	4	0	3	0	0	1	0.4117630124092102	0.10784313827753067	0.03883495181798935	0.21648335456848145	0.21648335456848145	0.035157352685928345	0.1601223200559616	0.04716981202363968	0.3240740895271301	0.10564050823450089	0.011243757791817188	0.1818181872367859	0.011243757791817188	0.019801979884505272	0.10564053058624268	0.10564051568508148
13	-537.6610717773438	-1	6	4	0	3	2	0	1	0.3921414613723755	0.10784313827753067	0.03883495181798935	0.2230474352836609	0.2230474352836609	0.03846153989434242	0.16909407079219818	0.04716981202363968	0.32407405972480774	0.10564050823450089	0.013955051079392433	0.1818181872367859	0.013955041766166687	0.01395505666732788	0.10564053058624268	0.10564051568508148
14	-537.6613159179688	-1	6	5	0	0	3	3	1	0.4199007749557495	0.10784313827753067	0.037371523678302765	0.19987940788269043	0.2200212925672531	0.037371523678302765	0.16250789165496826	0.04716981202363968	0.32407405972480774	0.10564050823450089	0.011627906933426857	0.1818181872367859	0.010869565419852734	0.019801979884505272	0.10564053058624268	0.10564051568508148
15	-537.661376953125	-1	6	0	0	3	7	0	1	0.41193532943725586	0.10784313827753067	0.03545919060707092	0.21642783284187317	0.21642783284187317	0.03846153989434242	0.16004826128482819	0.04716981202363968	0.3240740895271301	0.10564050823450089	0.011627906933426857	0.1818181872367859	0.010869565419852734	0.019801979884505272	0.10564053058624268	0.10564051568508148
16	-537.6652221679688	-1	6	5	0	3	0	0	1	0.41284477710723877	0.10784313827753067	0.036928046494722366	0.2161649614572525	0.2161649465560913	0.036928046494722366	0.15975189208984375	0.04716981202363968	0.3240740895271301	0.10564050823450089	0.011627906933426857	0.1818181872367859	0.010869565419852734	0.019801979884505272	0.10564053058624268	0.10564051568508148
17	-537.7189331054688	-1	6	7	0	0	2	3	1	0.41588982939720154	0.10784313827753067	0.03883495181798935	0.19329264760017395	0.2225971519947052	0.03846153989434242	0.16949152946472168	0.04716981202363968	0.32407405972480774	0.10564052313566208	0.015592865645885468	0.1818181872367859	0.010869565419852734	0.01559285819530487	0.10564051568508148	0.10564051568508148
18	-537.7384643554688	-1	6	1	0	3	7	0	1	0.3921414613723755	0.10784313827753067	0.03883495181798935	0.2230474352836609	0.2230474352836609	0.03846153989434242	0.169094055891037	0.04716981202363968	0.32407405972480774	0.1077263206243515	0.0064596980810165405	0.1818181872367859	0.010869565419852734	0.019801979884505272	0.10772629082202911	0.10126663744449615
19	-537.7464599609375	-1	6	7	0	0	4	3	1	0.41588982939720154	0.10784313827753067	0.03883495181798935	0.19329264760017395	0.2225971519947052	0.03846153989434242	0.16949152946472168	0.04716981202363968	0.3240740895271301	0.10564050823450089	0.011627906933426857	0.1818181872367859	0.015137340873479843	0.015137337148189545	0.10564053058624268	0.10564051568508148
20	-537.74658203125	-1	6	5	0	0	4	3	1	0.41588982939720154	0.10784313827753067	0.038647569715976715	0.19329264760017395	0.2225971519947052	0.038647569715976715	0.16949152946472168	0.04716981202363968	0.3240740895271301	0.10564050823450089	0.011627906933426857	0.1818181872367859	0.015137340873479843	0.015137337148189545	0.10564053058624268	0.10564051568508148
21	-537.7633056640625	-1	6	3	0	0	2	3	1	0.4199007749557495	0.10784313827753067	0.03737153112888336	0.19987940788269043	0.2200213223695755	0.03737153112888336	0.16250792145729065	0.04716981202363968	0.32407405972480774	0.10564050823450089	0.015592865645885468	0.1818181872367859	0.010869565419852734	0.01559285819530487	0.10564053058624268	0.10564051568508148
