tree	llh	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	f_0_0	f_0_1	f_0_2	f_0_3	f_0_4	f_0_5	f_0_6	f_0_7	f_1_0	f_1_1	f_1_2	f_1_3	f_1_4	f_1_5	f_1_6	f_1_7

0	-432.24432373046875	-1	0	3	0	1	0	2	0	0.4205607771873474	0.17241379618644714	0.15625	0.1666666716337204	0.028037382289767265	9.999999974752427e-07	0.05999999865889549	0.00917431153357029	0.2929292917251587	0.04494382068514824	0.06956521421670914	0.09090909361839294	9.999999974752427e-07	0.05607476457953453	0.020202020183205605	0.03846153989434242
1	-432.24432373046875	-1	0	3	0	6	0	2	0	0.4205607771873474	0.17241379618644714	0.15625	0.1666666716337204	0.028037382289767265	9.999999974752427e-07	0.059999994933605194	0.00917431153357029	0.2929292917251587	0.04494382068514824	0.06956521421670914	0.09090909361839294	9.999999974752427e-07	0.05607476457953453	0.020202020183205605	0.03846153989434242
2	-432.24432373046875	-1	0	3	0	2	0	0	2	0.4205607771873474	0.17241379618644714	0.15625	0.1666666716337204	0.028037382289767265	9.999999974752427e-07	0.05999999865889549	0.00917431153357029	0.2929292917251587	0.04494382068514824	0.06956521421670914	0.09090909361839294	9.999999974752427e-07	0.05607476457953453	0.020202020183205605	0.03846153989434242
3	-432.24432373046875	-1	0	3	0	0	2	1	0	0.42056071758270264	0.17241379618644714	0.15625	0.1666666716337204	0.028037382289767265	9.999999974752427e-07	0.05999999865889549	0.00917431153357029	0.2929292917251587	0.04494382068514824	0.06956521421670914	0.09090909361839294	9.999999974752427e-07	0.05607476457953453	0.020202020183205605	0.03846153989434242
4	-432.24432373046875	-1	0	3	0	2	2	1	0	0.4205607771873474	0.17241379618644714	0.15625	0.1666666716337204	0.028037382289767265	9.999999974752427e-07	0.05999999865889549	0.00917431153357029	0.2929292917251587	0.04494382068514824	0.06956521421670914	0.09090909361839294	9.999999974752427e-07	0.05607476457953453	0.020202020183205605	0.03846153989434242
5	-432.24432373046875	-1	0	3	0	1	2	1	0	0.4205607771873474	0.17241379618644714	0.15625	0.1666666716337204	0.028037382289767265	9.999999974752427e-07	0.05999999865889549	0.00917431153357029	0.2929292917251587	0.04494381695985794	0.06956521421670914	0.09090909361839294	9.999999974752427e-07	0.05607476457953453	0.020202020183205605	0.03846153989434242
6	-432.24432373046875	-1	0	3	0	6	2	1	0	0.4205607771873474	0.17241379618644714	0.15625	0.1666666716337204	0.028037382289767265	9.999999974752427e-07	0.059999994933605194	0.00917431153357029	0.2929292917251587	0.04494382068514824	0.06956521421670914	0.09090909361839294	9.999999974752427e-07	0.05607476457953453	0.020202020183205605	0.03846153989434242
7	-432.24432373046875	-1	0	3	0	1	0	2	2	0.420560747385025	0.17241379618644714	0.15625	0.1666666567325592	0.028037382289767265	9.999999974752427e-07	0.05999999865889549	0.00917431153357029	0.2929292917251587	0.04494382068514824	0.06956521421670914	0.09090909361839294	9.999999974752427e-07	0.05607476457953453	0.020202020183205605	0.03846153989434242
8	-432.24432373046875	-1	0	3	0	2	0	2	2	0.4205607771873474	0.17241379618644714	0.15625	0.1666666716337204	0.028037382289767265	9.999999974752427e-07	0.05999999865889549	0.00917431153357029	0.2929292917251587	0.04494382068514824	0.06956521421670914	0.09090909361839294	9.999999974752427e-07	0.05607476457953453	0.020202020183205605	0.03846153989434242
9	-432.24432373046875	-1	0	3	0	2	0	1	2	0.4205607771873474	0.17241379618644714	0.15625	0.1666666716337204	0.028037382289767265	9.999999974752427e-07	0.05999999865889549	0.00917431153357029	0.2929292917251587	0.04494382068514824	0.06956521421670914	0.09090909361839294	9.999999974752427e-07	0.05607476457953453	0.020202020183205605	0.03846153989434242
10	-432.24432373046875	-1	0	3	0	6	0	1	2	0.4205607771873474	0.17241379618644714	0.15625	0.1666666716337204	0.028037382289767265	9.999999974752427e-07	0.059999994933605194	0.00917431153357029	0.2929292917251587	0.04494382068514824	0.06956521421670914	0.09090909361839294	9.999999974752427e-07	0.05607476457953453	0.020202020183205605	0.03846153989434242
11	-432.24432373046875	-1	0	3	0	0	0	1	2	0.42056071758270264	0.17241379618644714	0.15625	0.1666666716337204	0.028037382289767265	9.999999974752427e-07	0.05999999865889549	0.00917431153357029	0.2929292917251587	0.04494382068514824	0.06956521421670914	0.09090909361839294	9.999999974752427e-07	0.05607476457953453	0.020202020183205605	0.03846153989434242
12	-432.24432373046875	-1	0	3	0	0	0	2	0	0.4205607771873474	0.17241379618644714	0.15625	0.1666666716337204	0.028037382289767265	9.999999974752427e-07	0.05999999865889549	0.00917431153357029	0.2929292917251587	0.04494382068514824	0.06956521421670914	0.09090909361839294	9.999999974752427e-07	0.05607476457953453	0.020202020183205605	0.03846153989434242
13	-432.24432373046875	-1	0	3	0	2	2	0	1	0.42056071758270264	0.17241379618644714	0.15625	0.1666666716337204	0.028037382289767265	9.999999974752427e-07	0.05999999865889549	0.00917431153357029	0.2929292917251587	0.04494382068514824	0.06956521421670914	0.09090909361839294	9.999999974752427e-07	0.05607476457953453	0.020202020183205605	0.03846153989434242
14	-432.24432373046875	-1	0	3	0	1	0	1	2	0.4205607771873474	0.17241379618644714	0.15625	0.1666666716337204	0.028037382289767265	9.999999974752427e-07	0.05999999865889549	0.00917431153357029	0.2929292917251587	0.04494381695985794	0.06956521421670914	0.09090909361839294	9.999999974752427e-07	0.05607476457953453	0.020202020183205605	0.03846153989434242
15	-432.24432373046875	-1	0	3	0	1	2	0	1	0.42056071758270264	0.17241379618644714	0.15625	0.1666666716337204	0.028037382289767265	9.999999974752427e-07	0.05999999865889549	0.00917431153357029	0.2929292917251587	0.04494382068514824	0.06956521421670914	0.09090909361839294	9.999999974752427e-07	0.05607476457953453	0.020202020183205605	0.03846153989434242
16	-432.24432373046875	-1	0	3	0	6	2	0	1	0.42056071758270264	0.17241379618644714	0.15625	0.1666666716337204	0.028037382289767265	9.999999974752427e-07	0.059999994933605194	0.00917431153357029	0.2929292917251587	0.04494382068514824	0.06956521421670914	0.09090909361839294	9.999999974752427e-07	0.05607476457953453	0.020202020183205605	0.03846153989434242
17	-432.24432373046875	-1	0	3	0	6	0	1	0	0.4205607771873474	0.17241379618644714	0.15625	0.1666666716337204	0.028037382289767265	9.999999974752427e-07	0.059999994933605194	0.00917431153357029	0.2929292917251587	0.04494382068514824	0.06956521421670914	0.09090909361839294	9.999999974752427e-07	0.05607476457953453	0.020202020183205605	0.03846153989434242
18	-432.24432373046875	-1	0	3	0	1	0	1	0	0.4205607771873474	0.17241379618644714	0.15625	0.1666666716337204	0.028037382289767265	9.999999974752427e-07	0.05999999865889549	0.00917431153357029	0.2929292917251587	0.04494381695985794	0.06956521421670914	0.09090909361839294	9.999999974752427e-07	0.05607476457953453	0.020202020183205605	0.03846153989434242
19	-432.24432373046875	-1	0	3	0	2	0	1	0	0.4205607771873474	0.17241379618644714	0.15625	0.1666666716337204	0.028037382289767265	9.999999974752427e-07	0.05999999865889549	0.00917431153357029	0.2929292917251587	0.04494382068514824	0.06956521421670914	0.09090909361839294	9.999999974752427e-07	0.05607476457953453	0.020202020183205605	0.03846153989434242
20	-432.24432373046875	-1	0	3	0	0	0	1	0	0.4205607771873474	0.17241379618644714	0.15625	0.1666666716337204	0.028037382289767265	9.999999974752427e-07	0.05999999865889549	0.00917431153357029	0.2929292917251587	0.04494382068514824	0.06956521421670914	0.09090909361839294	9.999999974752427e-07	0.05607476457953453	0.020202020183205605	0.03846153989434242
21	-432.24432373046875	-1	0	3	0	1	2	0	0	0.4205607771873474	0.17241379618644714	0.15625	0.1666666716337204	0.028037382289767265	9.999999974752427e-07	0.05999999865889549	0.00917431153357029	0.2929292917251587	0.04494382068514824	0.06956521421670914	0.09090909361839294	9.999999974752427e-07	0.05607476457953453	0.020202020183205605	0.03846153989434242
22	-432.24432373046875	-1	0	3	0	2	2	0	0	0.4205607771873474	0.17241379618644714	0.15625	0.1666666716337204	0.028037382289767265	9.999999974752427e-07	0.05999999865889549	0.00917431153357029	0.2929292917251587	0.04494382068514824	0.06956521421670914	0.09090909361839294	9.999999974752427e-07	0.05607476457953453	0.020202020183205605	0.03846153989434242
23	-432.24432373046875	-1	0	3	0	6	2	0	0	0.4205607771873474	0.17241379618644714	0.15625	0.1666666716337204	0.028037382289767265	9.999999974752427e-07	0.059999994933605194	0.00917431153357029	0.2929292917251587	0.04494382068514824	0.06956521421670914	0.09090909361839294	9.999999974752427e-07	0.05607476457953453	0.020202020183205605	0.03846153989434242
24	-432.24432373046875	-1	0	3	0	2	0	0	1	0.4205607771873474	0.17241379618644714	0.15625	0.1666666716337204	0.028037382289767265	9.999999974752427e-07	0.05999999865889549	0.00917431153357029	0.2929292917251587	0.04494382068514824	0.06956521421670914	0.09090909361839294	9.999999974752427e-07	0.05607476457953453	0.020202020183205605	0.03846153989434242
25	-432.24432373046875	-1	0	3	0	1	0	0	1	0.4205607771873474	0.17241379618644714	0.15625	0.1666666716337204	0.028037382289767265	9.999999974752427e-07	0.05999999865889549	0.00917431153357029	0.2929292917251587	0.04494382068514824	0.06956521421670914	0.09090909361839294	9.999999974752427e-07	0.05607476457953453	0.020202020183205605	0.03846153989434242
26	-432.24432373046875	-1	0	3	0	6	0	0	1	0.4205607771873474	0.17241379618644714	0.15625	0.1666666716337204	0.028037382289767265	9.999999974752427e-07	0.059999994933605194	0.00917431153357029	0.2929292917251587	0.04494382068514824	0.06956521421670914	0.09090909361839294	9.999999974752427e-07	0.05607476457953453	0.020202020183205605	0.03846153989434242
27	-432.24432373046875	-1	0	3	0	0	0	2	1	0.42056071758270264	0.17241379618644714	0.15625	0.1666666716337204	0.028037382289767265	9.999999974752427e-07	0.05999999865889549	0.00917431153357029	0.2929292917251587	0.04494382068514824	0.06956521421670914	0.09090909361839294	9.999999974752427e-07	0.05607476457953453	0.020202020183205605	0.03846153989434242
