tree	llh	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	f_0_0	f_0_1	f_0_2	f_0_3	f_0_4	f_0_5	f_0_6	f_0_7	f_1_0	f_1_1	f_1_2	f_1_3	f_1_4	f_1_5	f_1_6	f_1_7

0	-425.21844482421875	-1	4	4	4	0	4	7	1	0.32323235273361206	0.03904305398464203	0.009523809887468815	0.1041666641831398	0.30612248182296753	0.05607476457953453	0.03703703731298447	0.03904305398464203	0.29113924503326416	0.19417476654052734	0.00826446246355772	0.021978022530674934	0.24137932062149048	9.999999974752427e-07	0.01075268816202879	0.05309734493494034
1	-425.21844482421875	-1	4	6	4	0	3	3	1	0.32323235273361206	0.03904305398464203	0.009523809887468815	0.1041666641831398	0.30612248182296753	0.05607476457953453	0.03703703731298447	0.03904305398464203	0.29113924503326416	0.19417476654052734	0.00826446246355772	0.021978022530674934	0.24137932062149048	9.999999974752427e-07	0.01075268816202879	0.05309734493494034
2	-425.21844482421875	-1	4	3	4	0	4	7	1	0.32323235273361206	0.03904305398464203	0.009523809887468815	0.1041666641831398	0.30612248182296753	0.05607476457953453	0.03703703731298447	0.03904305398464203	0.29113924503326416	0.19417476654052734	0.00826446246355772	0.021978022530674934	0.24137932062149048	9.999999974752427e-07	0.01075268816202879	0.05309734493494034
3	-425.21844482421875	-1	4	3	4	0	4	3	1	0.32323235273361206	0.03904305398464203	0.009523809887468815	0.1041666641831398	0.30612248182296753	0.05607476457953453	0.03703703731298447	0.03904305398464203	0.29113924503326416	0.19417476654052734	0.00826446246355772	0.021978022530674934	0.24137932062149048	9.999999974752427e-07	0.01075268816202879	0.05309734493494034
4	-425.21844482421875	-1	4	3	4	0	3	3	1	0.32323235273361206	0.03904305398464203	0.009523809887468815	0.1041666641831398	0.30612248182296753	0.05607476457953453	0.03703703731298447	0.03904305398464203	0.29113924503326416	0.19417476654052734	0.00826446246355772	0.021978022530674934	0.24137932062149048	9.999999974752427e-07	0.01075268816202879	0.05309734493494034
5	-425.21844482421875	-1	4	7	4	0	3	3	1	0.32323235273361206	0.03904305398464203	0.009523809887468815	0.1041666641831398	0.30612248182296753	0.05607476457953453	0.03703703731298447	0.03904305398464203	0.29113924503326416	0.19417476654052734	0.00826446246355772	0.021978022530674934	0.24137932062149048	9.999999974752427e-07	0.01075268816202879	0.05309734493494034
6	-425.21844482421875	-1	4	4	4	0	3	3	1	0.32323235273361206	0.03904305398464203	0.009523809887468815	0.1041666641831398	0.30612248182296753	0.05607476457953453	0.03703703731298447	0.03904305398464203	0.29113924503326416	0.19417476654052734	0.00826446246355772	0.021978022530674934	0.24137932062149048	9.999999974752427e-07	0.01075268816202879	0.05309734493494034
7	-425.21844482421875	-1	4	4	4	0	3	7	1	0.32323235273361206	0.03904305398464203	0.009523809887468815	0.1041666641831398	0.30612248182296753	0.05607476457953453	0.03703703731298447	0.03904305398464203	0.29113924503326416	0.19417476654052734	0.00826446246355772	0.021978022530674934	0.24137932062149048	9.999999974752427e-07	0.01075268816202879	0.05309734493494034
8	-425.21844482421875	-1	4	6	4	0	3	7	1	0.32323235273361206	0.03904305398464203	0.009523809887468815	0.1041666641831398	0.30612248182296753	0.05607476457953453	0.03703703731298447	0.03904305398464203	0.29113924503326416	0.19417476654052734	0.00826446246355772	0.021978022530674934	0.24137932062149048	9.999999974752427e-07	0.01075268816202879	0.05309734493494034
9	-425.21844482421875	-1	4	0	4	0	3	3	1	0.32323235273361206	0.03904305398464203	0.009523809887468815	0.1041666641831398	0.30612248182296753	0.05607476457953453	0.03703703731298447	0.03904305398464203	0.29113924503326416	0.19417476654052734	0.00826446246355772	0.021978022530674934	0.24137932062149048	9.999999974752427e-07	0.01075268816202879	0.05309734493494034
